"Company Name",Address,City,State,Zip,"Address Latitude","Address Longitude","Utility Owner","Utility Operator","Utility Type","Annual Generation","Min Generation Date","Max Generation Date","Power Plants","FERC Seller Min Date","FERC Seller Max Date","FERC Seller Total Transactions","FERC Seller Total Transaction Charges","FERC Buyer Min Date","FERC Buyer Max Date","FERC Buyer Total Transactions","FERC Buyer Total Transaction Charges","FERC Summary Quarter","FERC Seller Quarterly Transactions","FERC Seller Quarterly Transaction Charges","FERC Buyer Quarterly Transactions","FERC Buyer Quarterly Transaction Charges"
"Origin Wind Energy, LLC","100 Brickstone Square, Ste 300",Andover,MA,01810,42.67420300,-71.14553700,N,N,,0.000000,,,0,2014-11-01,2024-09-30,88,145089518.88,,,,,2024_q2,4,3468925.27,,
"Prairie Rose Wind, LLC","100 Brickstone Square, Ste 300",Andover,MA,01810,42.67420300,-71.14553700,N,N,,0.000000,,,0,2013-07-01,2024-09-30,78,287477433.23,,,,,2024_q2,2,8557370.57,,
"Ranchland Wind Project I, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",438610.000000,2022-02-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Ranchland Wind Project II, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",542488.000000,2022-03-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Rattlesnake Creek Wind Project, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",1000345.000000,2019-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Red Dirt Wind Project, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",858322.000000,2018-01-01,2024-10-01,1,2017-10-01,2024-09-30,613290,103856992.87,,,,,2024_q2,27319,1703499.13,,
"Roadrunner Solar, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",1063883.000000,2020-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Rock Creek Wind Project, LLC","100 Brickstone Square, Ste 300",Andover,MA,01810,42.67420300,-71.14553700,N,N,,0.000000,,,0,2017-07-01,2024-09-30,130,233543332.82,,,,,2024_q2,6,8862200.10,,
"Rockhaven Wind Project, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",581608.000000,2021-12-01,2024-10-01,1,2021-09-23,2024-10-01,319177,39448576.30,,,,,2024_q2,28551,2976703.81,,
"Rocky Ridge Wind Project LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,N,"Independent Power Producer",413105.398000,2012-09-01,2023-12-01,1,2013-07-01,2024-09-30,52,235410124.06,,,,,2024_q2,2,5248025.62,,
"Seven Cowboy Wind Project, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",1021495.000000,2023-02-01,2024-10-01,1,2023-06-01,2024-09-30,136394,-3515938.50,,,,,2024_q2,27510,-2993893.19,,
"Smoky Hills Wind Farm I LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,N,"Independent Power Producer",297914.969000,2008-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Smoky Hills Wind Farm, LLC","100 Brickstone Square, Ste 300",Andover,MA,01810,42.67420300,-71.14553700,N,N,,0.000000,,,0,2013-07-01,2024-10-01,355124,138884863.26,,,,,2024_q2,24200,2211487.66,,
"Smoky Hills Wind Project II LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,N,"Independent Power Producer",477459.161000,2009-01-01,2023-12-01,1,2013-07-01,2024-10-01,608668,185928722.76,,,,,2024_q2,25668,2359143.50,,
"Thunder Ranch Wind Project, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",1098881.000000,2018-01-01,2024-10-01,1,2018-01-01,2024-10-01,1170307,88078602.20,,,,,2024_q2,54490,29351.57,,
"White Cloud Wind Project, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",958324.000000,2020-12-01,2024-10-01,1,2020-07-01,2024-09-30,61,72050703.20,,,,,2024_q2,4,4962872.61,,
"Whitney Hill Wind Power LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",175908.000000,2020-01-01,2024-10-01,1,2019-12-18,2024-10-01,453160,25937835.57,,,,,2024_q2,25047,820309.82,,
"Woods Hill Solar, LLC","100 Brickstone Square, Suite 3",Andover,MA,1810,42.67420300,-71.14553700,Y,Y,"Independent Power Producer",25913.000000,2018-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Gauley River Power Partners LP","C/O Enel North America  IncOne",Andover,MS,1810,42.68180903,-71.19088874,Y,Y,"Independent Power Producer",0.000000,2005-01-01,2019-12-01,0,2013-07-01,2024-09-30,49,87691410.47,,,,,2024_q2,1,908353.09,,
"Utica Water & Power Authority","P O Box 3581168 Booster Way","Angels Camp",CA,95222,38.07247001,-120.53926004,Y,Y,"Political Subdivision",25974.010000,2002-01-01,2023-12-01,2,,,,,2013-07-01,2017-07-19,21822,268180.44,2024_q2,,,,
"Aniak Light & Power Co Inc","Box 129",Aniak,AK,99557,61.49699900,-156.70385500,Y,Y,"Investor-Owned Utility",2255.025000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"DTE Energy Trading, Inc.","414 South Main St.","Ann Arbor",MI,48104,42.27732000,-83.74916800,N,N,,0.000000,,,0,2013-07-01,2024-09-30,15701261,11840184500.34,2013-07-01,2024-09-30,119323,808316062.78,2024_q2,507768,227603464.37,326,1417587.42
"North American Biofuels, LLC","300 N 5th Ave., Suite 100","Ann Arbor",MI,48104,42.28344100,-83.74548800,Y,N,"Independent Power Producer",6972.983000,2014-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"North American Central - LLC","300 N 5th Avenue, Suite 100","Ann Arbor",MI,48104,42.28344100,-83.74548800,Y,N,"Independent Power Producer",19318.318000,2020-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"North American Natural Res","300 N 5th Avenue, Suite 100","Ann Arbor",MI,48104,42.28344100,-83.74548800,Y,N,"Independent Power Producer",94625.059000,2001-01-01,2023-12-01,5,,,,,,,,,2024_q2,,,,
"University of Michigan","2800 Plymouth Road","Ann Arbor",MI,48109,42.30076300,-83.70762500,Y,N,Commercial,259650.000000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"MERIT SI","50 Beaver Avenue",Annandale,NJ,8801,40.64089500,-74.88224100,Y,N,Commercial,1884.024000,2018-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Allie L.L.C.","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,N,Y,"Independent Power Producer",2265.862000,2022-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Betcher CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1904.768000,2018-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Bioenergy DevCo","50 State Circle",Annapolis,MD,21401,38.97894900,-76.48978300,Y,Y,Industrial,2962.042000,2022-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Elora LLC","2530 Riva Road",Annapolis,MD,21401,38.98081400,-76.54699900,N,Y,"Independent Power Producer",2418.000000,2022-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Enfield Community Solar","2530 Riva Road Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,Y,"Independent Power Producer",952.754000,2018-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Foreman's Hill CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",8465.697000,2018-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Grimm CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",2005.306000,2018-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Heyer CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1875.975000,2018-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Huneke I CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1793.700000,2018-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Johnson I CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1757.756000,2018-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Johnson II CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1578.199000,2018-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Krause CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1934.635000,2018-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Medin 2 Community Solar LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,N,Y,"Independent Power Producer",1926.677000,2021-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"MN CSG 2019-16 LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,N,Y,"Independent Power Producer",1950.622000,2022-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"MN CSG 2019-38 DE LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,N,Y,"Independent Power Producer",2390.000000,2022-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Olsen Power Partners","191 Main Street",Annapolis,MD,21401,38.97777000,-76.49080300,Y,N,"Independent Power Producer",18905.624000,2016-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Palmer Community Solar LLC","2530 RIVA ROAD, SUITE 200",Annapolis,MD,21401,38.98081400,-76.54699900,N,Y,"Independent Power Producer",2099.795000,2021-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"RJC I CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1907.464000,2018-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"RJC II CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1711.918000,2018-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Scandia CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",3623.086000,2018-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"School Sisters CSG LLC","2530 Riva Road, Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Investor-Owned Utility",1751.624000,2018-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Studenski Community Solar LLC","2530 Riva Rd Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Independent Power Producer",1866.667000,2021-04-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Svihel Community Solar LLC","2530 Riva Rd Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,N,"Independent Power Producer",2086.491000,2021-04-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Tweite Community Solar LLC","2530 Riva Road Suite 200",Annapolis,MD,21401,38.98081400,-76.54699900,Y,Y,"Independent Power Producer",2106.115000,2020-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Marsh Landing LLC","3201-C Wilbur Ave.",Antioch,CA,94509,38.01676000,-121.76141100,N,Y,"Independent Power Producer",186614.000000,2013-05-01,2024-10-01,1,2018-10-01,2024-10-01,65714,685044633.94,,,,,2024_q2,5439,17629473.32,,
"NRG Chalk Point CT","Eagle Harbor Road",Aquasco,MD,20608,38.56613553,-76.69692264,Y,N,"Independent Power Producer",655.000000,2018-07-01,2024-10-01,1,2015-12-01,2024-10-01,2502,27241312.71,,,,,2024_q2,67,417458.42,,
"PEI Power Corp","170 Power Boulevard",Archbald,PA,18403,41.48899000,-75.53985400,Y,N,"Independent Power Producer",121407.000000,2001-01-01,2024-10-01,1,2013-07-01,2024-10-01,1192789,59706770.38,,,,,2024_q2,54818,239945.64,,
"PEI Power II, LLC","170 CoGen Rd.",Archbald,PA,18403,41.48807282,-75.54094163,N,N,,0.000000,,,0,2013-07-01,2024-10-01,148890,53336151.89,,,,,2024_q2,9744,1214776.14,,
"Sauder Woodworking Co","502 Middle Street",Archbold,OH,43502,41.51664500,-84.30244400,Y,N,Industrial,6935.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Land O'Lakes, Inc.","4001 Lexington Avenue North, MS 5310","Arden Hills",MN,55126,45.06268300,-93.15081200,N,N,,0.000000,,,0,2013-11-11,2024-10-01,1121738,7881177.06,2014-06-01,2024-09-30,11257,7505182.91,2024_q2,41016,200815.59,168,190226.40
"Northwest Community Hospital","800 West Central","Arlington Heights",IL,60005,42.06847500,-87.99315600,Y,N,Commercial,579.364000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Mesquite Power LLC","37625 W. Elliot Rd.",Arlington,AZ,85322,33.33566000,-112.85685000,Y,N,"Independent Power Producer",3918044.000000,2003-01-01,2024-10-01,1,2013-07-01,2024-10-01,1618630,1269465782.14,2013-07-24,2024-09-18,348886,176545472.71,2024_q2,43286,21547360.12,277,-33985.53
"Ft Worth City of","4500 Wilma Lane",Arlington,TX,76012,32.77472300,-97.13911700,Y,N,"Municipally-Owned Utility",32438.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"PPM Solar LLC","2201 E Lamar Blvd, Ste 275",Arlington,TX,77381,32.76383800,-97.10120200,Y,Y,"Independent Power Producer",4842.325000,2022-06-01,2023-12-01,4,,,,,,,,,2024_q2,,,,
"42nd Road Solar LLC","1515 Wilson Blvd",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4213.574000,2022-02-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"7th Road Solar 1, LLC (Briscoe 1A)","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4037.000000,2023-02-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"7th Road Solar 2, LLC (Briscoe 2A)","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3811.000000,2023-03-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Adams Solar, LLC","1201 Wilson Blvd. Ste 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",129421.000000,2024-01-01,2024-10-01,2,2024-01-01,2024-09-30,5873,4626639.76,,,,,2024_q2,2170,2211339.35,,
"AES Energy Storage","4300 Wilson Blvd",Arlington,VA,22203,38.87988800,-77.11266100,Y,Y,"Independent Power Producer",0.000000,2016-01-01,2018-01-01,2,2013-07-01,2024-04-08,1355101,48348938.81,,,,,2024_q2,2887,11381.99,,
"Bluefin Origination 1, LLC","1515 Wilson Boulevard, Suite 3",Arlington,VA,22209,38.89492300,-77.07427400,Y,N,"Independent Power Producer",4056.255000,2019-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Caden Energix Axton LLC","1201 Wilson Blvd. Ste 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",106332.000000,2024-01-01,2024-10-01,1,2023-12-01,2024-09-30,1355,5798572.88,,,,,2024_q2,3,2453744.75,,
"Caden Energix Endless Caverns, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",43613.000000,2024-01-01,2024-10-01,1,2024-01-05,2024-10-01,3464,1994972.75,,,,,2024_q2,1292,926203.63,,
"Caden Energix Hickory LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",62831.000000,2020-08-01,2024-10-01,1,2020-08-18,2024-10-01,18575,14255744.19,,,,,2024_q2,1283,916531.34,,
"Caden Energix Pamplin LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",31781.808000,2020-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Caden Energix Rives Road LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",29244.959000,2020-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Caden Energix Wytheville LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",39069.787000,2022-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Clendenin A Community Solar, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",2295.862000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Clinton Solar 4 LLC","1515 Wilson Boulevard Suite 30",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4183.734000,2020-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"CSG Mt. Morris 2, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3739.044000,2021-04-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Earthrise Energy, PBC","3300 Wilson Blvd, Suite 700",Arlington,VA,22201,38.88370000,-77.09912600,Y,N,"Independent Power Producer",398040.186000,2022-01-01,2023-12-01,5,,,,,,,,,2024_q2,,,,
"Energix Aditya, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",6312.000000,2023-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Energix Buckingham, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",41334.016000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Energix Hollyfield, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",26471.180000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Energix Leatherwood, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",41889.519000,2021-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Energix Nokesville, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",38028.512000,2022-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Hampstead Solar, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",9596.523000,2021-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"ICFTS MD Solar, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",2314.982000,2021-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"IGS Solar LLC","1515 Wilson Blvd",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3467.382000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Imperial Valley Solar, LLC","4301 North Fairfax Drive, Suit",Arlington,VA,22203,38.88268800,-77.11329200,Y,N,"Independent Power Producer",360474.969000,2013-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Keeversville Solar Energy Center LLC","1515 Wilson Blvd",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3719.635000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Kern A Community Solar, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3978.178000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Lukuc B Community Solar LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3898.557000,2021-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Morgan Solar 1 LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4494.746000,2021-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Morgan Solar 1b LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4556.903000,2021-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"NY USLE Carthage SR26 A LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",8213.000000,2022-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"NY USLE Carthage SR26 B LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",5543.000000,2022-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"NY USLE Oswego SR104 LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",457.000000,2023-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"NY USLE Rome Rome-Oriskany LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",456.000000,2023-06-01,2023-10-01,1,,,,,,,,,2024_q2,,,,
"Old Court Rd Solar, LLC","1515 Wilson Boulevard, Suite 3",Arlington,VA,22209,38.89492300,-77.07427400,Y,N,"Independent Power Producer",3615.368000,2019-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Pine Road Solar, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",2870.212000,2021-04-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Snowden River Parkway, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",2581.247000,2021-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"SV CSG Gardner 1 LLC","1515 Wilson Blvd",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4038.263000,2021-11-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Tower Road Solar, LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",4451.526000,2021-04-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"TPE MD MO32 LLC","1515 Wilson Blvd, Suite 300",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3865.179000,2022-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Valcour Operating Services, LLC","4300 Wilson Blvd",Arlington,VA,22203,38.87988800,-77.11266100,N,Y,"Independent Power Producer",927121.383000,2020-01-01,2023-12-01,6,,,,,,,,,2024_q2,,,,
"Vermilion Solar 1, LLC","1515 Wilson Boulevard, Suite 3",Arlington,VA,22209,38.89492300,-77.07427400,Y,Y,"Independent Power Producer",3879.424000,2020-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Waverly Solar, LLC","1201 Wilson Blvd., Suite 2200",Arlington,VA,22209,38.89541400,-77.07123400,Y,Y,"Independent Power Producer",177835.000000,2024-01-01,2024-10-01,1,2024-01-01,2024-09-30,1126,8255044.45,,,,,2024_q2,81,3980527.90,,
"SunGen Sharon 1 LLC","25 Limerick Rd",Arundel,ME,4046,43.40957000,-70.52339700,Y,N,"Investor-Owned Utility",2692.258000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Haw River Hydro Co","PO Box 1459",Asheboro,NC,27204,35.69266900,-79.81890000,Y,Y,"Independent Power Producer",3570.237000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Allora Solar, LLC","130 Roberts Street",Asheville,NC,28801,35.58671600,-82.56564000,Y,Y,"Independent Power Producer",169977.000000,2023-02-01,2024-10-01,1,2023-01-01,2024-09-30,22,7563988.12,,,,,2024_q2,3,1667410.07,,
"Alpha Value Solar, LLC","130 Roberts Street",Asheville,NC,28801,35.58671600,-82.56564000,Y,Y,"Independent Power Producer",8993.220000,2019-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Atkinson Solar II LLC","130 Roberts Street",Asheville,NC,28801,35.58671600,-82.56564000,Y,Y,"Independent Power Producer",4593.333000,2018-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
